Point{id=id2280, cat=RESTAURANT, lat=-35.3569457792, lon=141.5272488035}
Point{id=id7993, cat=RESTAURANT, lat=-35.3797054787, lon=141.5101616665}
Point{id=id5926, cat=RESTAURANT, lat=-35.4041906975, lon=141.4769953341}
Point{id=id1912, cat=RESTAURANT, lat=-35.4158922488, lon=141.5801823831}
Point{id=id755, cat=RESTAURANT, lat=-36.8734184987, lon=147.6104911908}
Point{id=id2063, cat=RESTAURANT, lat=-36.789331204, lon=147.630260754}
Point{id=id3546, cat=RESTAURANT, lat=-36.8367516482, lon=147.5316628308}
Point{id=id2255, cat=RESTAURANT, lat=-36.7956780387, lon=147.5268469674}
Point{id=id7887, cat=RESTAURANT, lat=-37.5896794981, lon=140.0528677033}
Point{id=id5173, cat=RESTAURANT, lat=-37.5317425493, lon=140.2531866835}
Point{id=id2460, cat=RESTAURANT, lat=-37.531973611, lon=140.2546291732}
Point{id=id7368, cat=RESTAURANT, lat=-37.6106205858, lon=140.3690957687}
Point{id=id8685, cat=RESTAURANT, lat=-39.9072783362, lon=140.7968095814}
Point{id=id4279, cat=RESTAURANT, lat=-39.9210618013, lon=140.7078369288}
Point{id=id5149, cat=RESTAURANT, lat=-39.8691233211, lon=140.6595805366}
Point{id=id3681, cat=RESTAURANT, lat=-39.909368881, lon=140.6361624873}
Point{id=id9561, cat=RESTAURANT, lat=-38.5754903339, lon=140.8288127984}
Point{id=id3391, cat=RESTAURANT, lat=-38.5491920726, lon=140.8164129589}
Point{id=id8478, cat=RESTAURANT, lat=-38.538770949, lon=140.7634322493}
Point{id=id1273, cat=RESTAURANT, lat=-38.5588315698, lon=140.7112891664}
Point{id=id1535, cat=RESTAURANT, lat=-35.3572879739, lon=138.4017624763}
Point{id=id5398, cat=RESTAURANT, lat=-35.3339080018, lon=138.1873349703}
Point{id=id4337, cat=RESTAURANT, lat=-35.4237876321, lon=138.4038514716}
Point{id=id3745, cat=RESTAURANT, lat=-35.4262287771, lon=138.2449812699}
Point{id=id8529, cat=RESTAURANT, lat=-35.3304849925, lon=143.8586540268}
Point{id=id3734, cat=RESTAURANT, lat=-35.3193901928, lon=143.9083364317}
Point{id=id4046, cat=RESTAURANT, lat=-35.3130196245, lon=143.7870526835}
Point{id=id1428, cat=RESTAURANT, lat=-35.3205222309, lon=143.9897601548}
Point{id=id6479, cat=RESTAURANT, lat=-36.5570221139, lon=146.0437479734}
Point{id=id7329, cat=RESTAURANT, lat=-36.5504694174, lon=146.0230128347}
Point{id=id5533, cat=RESTAURANT, lat=-36.5760266993, lon=146.0361045143}
Point{id=id3101, cat=RESTAURANT, lat=-36.5083393649, lon=146.051297119}
Point{id=id7544, cat=RESTAURANT, lat=-36.8812857622, lon=149.1024242785}
Point{id=id1789, cat=RESTAURANT, lat=-36.8020694065, lon=149.0909047224}
Point{id=id3352, cat=RESTAURANT, lat=-36.8085102286, lon=149.2189972783}
Point{id=id8540, cat=RESTAURANT, lat=-36.7812488179, lon=149.1329635906}
Point{id=id7468, cat=RESTAURANT, lat=-39.3450536046, lon=138.8718884452}
Point{id=id3064, cat=RESTAURANT, lat=-39.2950119785, lon=138.8609412533}
Point{id=id5388, cat=RESTAURANT, lat=-39.3239348619, lon=138.8111023577}
Point{id=id2834, cat=RESTAURANT, lat=-39.2777269665, lon=138.8448490283}
