Point{id=id5313, cat=RESTAURANT, lat=-38.523248667, lon=142.3483244823}
Point{id=id4107, cat=RESTAURANT, lat=-38.5413006902, lon=142.3371755894}
Point{id=id9498, cat=RESTAURANT, lat=-38.7834446392, lon=142.8292689144}
Point{id=id2894, cat=RESTAURANT, lat=-38.8323880873, lon=142.8150953862}
Point{id=id272, cat=RESTAURANT, lat=-39.4835421162, lon=146.3899794365}
Point{id=id5493, cat=RESTAURANT, lat=-39.4629584361, lon=146.3925298142}
Point{id=id7654, cat=RESTAURANT, lat=-37.9173241874, lon=143.1884548477}
Point{id=id2638, cat=RESTAURANT, lat=-37.8798296771, lon=143.2248300527}
Point{id=id9687, cat=RESTAURANT, lat=-38.1574480482, lon=149.2313825604}
Point{id=id8517, cat=RESTAURANT, lat=-38.1812136307, lon=149.2489674941}
Point{id=id3353, cat=RESTAURANT, lat=-39.6479727824, lon=143.9381296669}
Point{id=id784, cat=RESTAURANT, lat=-39.5725870894, lon=143.7654785263}
Point{id=id4192, cat=RESTAURANT, lat=-38.1701037732, lon=148.7212362362}
Point{id=id2503, cat=RESTAURANT, lat=-38.158691537, lon=148.7498142135}
Point{id=id7297, cat=RESTAURANT, lat=-39.314201244, lon=140.7255529991}
Point{id=id7942, cat=RESTAURANT, lat=-39.3143196784, lon=140.6438618918}
Point{id=id5821, cat=RESTAURANT, lat=-39.2736413659, lon=142.4344183597}
Point{id=id8545, cat=RESTAURANT, lat=-39.2635685573, lon=142.4271439661}
Point{id=id6243, cat=RESTAURANT, lat=-36.7060324252, lon=138.1740992297}
Point{id=id9541, cat=RESTAURANT, lat=-36.6956401834, lon=138.179234203}
