Point{id=id6912, cat=RESTAURANT, lat=-39.3113492022, lon=148.1184258699}
Point{id=id7508, cat=RESTAURANT, lat=-39.2547522458, lon=148.1873050385}
Point{id=id773, cat=RESTAURANT, lat=-39.3671845, lon=148.2011117457}
Point{id=id178, cat=RESTAURANT, lat=-39.3727363071, lon=148.2141601978}
Point{id=id3730, cat=RESTAURANT, lat=-39.2288588615, lon=148.2227716912}
Point{id=id3544, cat=RESTAURANT, lat=-39.3857845367, lon=148.1284307854}
Point{id=id9897, cat=RESTAURANT, lat=-39.2716928679, lon=148.0610288543}
Point{id=id7809, cat=RESTAURANT, lat=-35.837658179, lon=141.6904045149}
Point{id=id6799, cat=RESTAURANT, lat=-35.8736999262, lon=141.6065733986}
Point{id=id4826, cat=RESTAURANT, lat=-35.9437620867, lon=141.6856866161}
Point{id=id953, cat=RESTAURANT, lat=-35.9457087005, lon=141.7000263447}
Point{id=id7907, cat=RESTAURANT, lat=-35.818584554, lon=141.7431397227}
Point{id=id3974, cat=RESTAURANT, lat=-35.9056785621, lon=141.589152108}
Point{id=id3271, cat=RESTAURANT, lat=-35.7809181339, lon=141.7373864358}
Point{id=id5242, cat=RESTAURANT, lat=-35.5420165411, lon=146.536386807}
Point{id=id5429, cat=RESTAURANT, lat=-35.5427372134, lon=146.5125674438}
Point{id=id1823, cat=RESTAURANT, lat=-35.5502908219, lon=146.5759358577}
Point{id=id211, cat=RESTAURANT, lat=-35.4883397044, lon=146.5398908916}
Point{id=id2536, cat=RESTAURANT, lat=-35.5258712773, lon=146.4860332764}
Point{id=id5537, cat=RESTAURANT, lat=-35.4991023776, lon=146.5993895693}
Point{id=id1029, cat=RESTAURANT, lat=-35.5371269721, lon=146.4738641918}
Point{id=id1817, cat=RESTAURANT, lat=-36.5375750138, lon=144.1792200237}
Point{id=id9847, cat=RESTAURANT, lat=-36.5474265653, lon=143.9849712304}
Point{id=id6176, cat=RESTAURANT, lat=-36.4498965724, lon=144.1407849179}
Point{id=id8069, cat=RESTAURANT, lat=-36.5534642849, lon=143.9585848733}
Point{id=id537, cat=RESTAURANT, lat=-36.5464807851, lon=143.949106451}
Point{id=id1444, cat=RESTAURANT, lat=-36.6820929475, lon=144.0696846852}
Point{id=id35, cat=RESTAURANT, lat=-36.4709403893, lon=144.2494475241}
Point{id=id267, cat=RESTAURANT, lat=-39.0062896615, lon=146.4384089934}
Point{id=id1423, cat=RESTAURANT, lat=-38.9301677591, lon=146.4956149866}
Point{id=id1608, cat=RESTAURANT, lat=-39.0207660561, lon=146.3899008431}
Point{id=id7046, cat=RESTAURANT, lat=-39.0352403307, lon=146.4720864908}
Point{id=id9550, cat=RESTAURANT, lat=-38.9570991175, lon=146.5250951243}
Point{id=id2493, cat=RESTAURANT, lat=-38.9232293705, lon=146.5028738074}
Point{id=id6534, cat=RESTAURANT, lat=-39.0266477707, lon=146.5635169779}
Point{id=id5218, cat=RESTAURANT, lat=-36.6775668005, lon=142.5804443772}
Point{id=id2752, cat=RESTAURANT, lat=-36.6407527357, lon=142.6274523018}
Point{id=id1002, cat=RESTAURANT, lat=-36.6824005217, lon=142.6413134919}
Point{id=id1119, cat=RESTAURANT, lat=-36.6245168082, lon=142.6397928855}
Point{id=id9907, cat=RESTAURANT, lat=-36.6203713343, lon=142.6439994343}
Point{id=id2468, cat=RESTAURANT, lat=-36.6797840656, lon=142.6846845426}
Point{id=id235, cat=RESTAURANT, lat=-36.6548842157, lon=142.6870562892}
Point{id=id4623, cat=RESTAURANT, lat=-39.7727966997, lon=147.6395962838}
Point{id=id5467, cat=RESTAURANT, lat=-39.7535951876, lon=147.5823178205}
Point{id=id2276, cat=RESTAURANT, lat=-39.7191859019, lon=147.6775157845}
